wild_mut,H ALTS910101,H BENS940101,H BENS940102,H BENS940103,H BENS940104,H CSEM940101,H DAYM780301,H FEND850101,H FITW660101,H GEOD900101,H GONG920101,H GRAR740104,H HENS920101,H HENS920102,H HENS920103,H JOHM930101,H JOND920103,H JOND940101,H KOLA920101,H LEVJ860101,H LUTR910101,H LUTR910102,H LUTR910103,H LUTR910104,H LUTR910105,H LUTR910106,H LUTR910107,H LUTR910108,H LUTR910109,H MCLA710101,H MCLA720101,H MIYS930101,H MIYT790101,H MOHR870101,H NIEK910101,H NIEK910102,H OVEJ920101,H QU_C930101,H QU_C930102,H QU_C930103,H RISJ880101,H TUDE900101,H AZAE970101,H AZAE970102,H RIER950101,H WEIL970101,H WEIL970102,H MEHP950101,H MEHP950102,H MEHP950103,H KAPO950101,H VOGG950101,H BLAJ010101,H PRLA000101,H PRLA000102,H QUIB020101,H NAOD960101,H RUSR970101,H RUSR970102,H RUSR970103,H OGAK980101,H KANM000101,H NGPC000101,H MUET010101,H MUET020101,H MUET020102,H LINK010101,H DOSZ010102,H DOSZ010103,H DOSZ010104,H GIAG010101,H HENS920104,H DAYM780302,H DOSZ010101,H OVEJ920102,H OVEJ920103,H OVEJ920104,H OVEJ920105
KG,-3.0,-1.4,-1.0,-1.1,-2.2,-0.23,-2.0,2.0,2.0,5.0,-1.1,127.0,-2.0,-2.0,-3.0,-3.5,-1.0,-1.0,0.0,0.0,-15.0,2.0,-4.0,2.0,-1.0,-2.0,-12.0,-1.0,0.0,3.0,0.0,-0.16,3.54,7.0,-0.34,-0.38,-3.0,0.006,0.0,-1.0,-0.1,-11.0,-1.0,0.0,39.0,-1.0,1.0,1.05,0.76,1.43,15.6,4.1,0.0,-0.71,-1.82,0.4,0.0,2.0,0.0,1.0,-6.8,-18.0,-5.0,-4.5,-2.0,-1.0,0.019,-0.31,-1.0,-1.25,0.5,-2.0,-6.0,-7.3,0.041,0.007,0.027,0.004
GK,-3.0,-1.4,-1.0,-1.1,-2.2,-0.23,-2.0,2.0,2.0,5.0,-1.1,127.0,-2.0,-2.0,-3.0,-3.5,-1.0,-1.0,0.0,0.0,-15.0,2.0,-4.0,2.0,-1.0,-2.0,-12.0,-1.0,0.0,3.0,0.0,-0.16,3.54,7.0,-0.34,-0.38,-3.0,0.006,0.0,-1.0,-0.1,-11.0,-1.0,0.0,39.0,-1.0,1.0,1.05,0.76,1.43,15.6,4.1,0.0,-0.71,-1.82,0.4,0.0,2.0,0.0,1.0,-6.8,-18.0,-5.0,-4.5,-2.0,-1.0,0.022,-2.1,-2.2,-0.44,-0.5,-2.0,-6.0,-11.6,0.029,0.018,0.033,0.0
KH,-2.0,0.9,0.8,0.6,0.6,-0.09,0.0,3.0,2.0,5.0,0.6,32.0,-1.0,-1.0,-1.0,0.1,1.0,4.0,0.0,0.0,-8.0,6.0,-6.0,-9.0,-19.0,14.0,-6.0,-2.0,-1.0,4.0,0.0,0.14,0.79,11.0,-0.23,-0.26,0.0,0.072,0.488,3.0,-1.0,-4.0,3.0,2.0,64.0,0.0,1.0,1.1,0.82,1.15,15.5,5.8,1.0,0.31,-0.17,1.1,1.0,2.0,1.0,3.0,-7.6,-7.0,-5.0,-5.5,0.0,0.0,0.013,-1.81,1.6,-0.51,0.4,0.0,-5.0,-1.5,0.044,0.07,0.068,0.002
HK,-2.0,0.9,0.8,0.6,0.6,-0.09,0.0,3.0,2.0,5.0,0.6,32.0,-1.0,-1.0,-1.0,0.1,1.0,4.0,0.0,0.0,-8.0,6.0,-6.0,-9.0,-19.0,14.0,-6.0,-2.0,-1.0,4.0,0.0,0.14,0.79,11.0,-0.23,-0.26,0.0,0.072,0.488,3.0,-1.0,-4.0,3.0,2.0,64.0,0.0,1.0,1.1,0.82,1.15,15.5,5.8,1.0,0.31,-0.17,1.1,1.0,2.0,1.0,3.0,-7.6,-7.0,-5.0,-5.5,0.0,0.0,0.044,-2.36,-0.2,-0.08,-0.4,0.0,-5.0,-10.5,0.022,0.022,0.021,0.029
KI,-2.0,-3.8,-3.0,-2.3,0.7,-0.4,-2.0,2.0,2.0,3.0,-2.1,102.0,-3.0,-4.0,-5.0,-4.7,-3.0,-4.0,0.0,-1.0,-10.0,-5.0,-11.0,-1.0,-9.0,-13.0,-11.0,-12.0,-14.0,1.0,0.0,-1.01,2.84,4.0,-0.17,-0.18,-3.0,0.088,0.099,1.0,1.0,-17.0,-13.0,-12.0,26.0,-2.0,1.0,0.94,1.11,0.91,14.2,3.1,-7.0,-1.81,-4.82,-1.5,-9.0,-4.0,-6.0,-5.0,-8.1,-31.0,-7.0,-5.5,-4.0,-2.0,0.018,-10.93,0.4,-4.23,0.6,-3.0,-5.0,8.5,0.026,0.013,0.039,0.003
IK,-2.0,-3.8,-3.0,-2.3,0.7,-0.4,-2.0,2.0,2.0,3.0,-2.1,102.0,-3.0,-4.0,-5.0,-4.7,-3.0,-4.0,0.0,-1.0,-10.0,-5.0,-11.0,-1.0,-9.0,-13.0,-11.0,-12.0,-14.0,1.0,0.0,-1.01,2.84,4.0,-0.17,-0.18,-3.0,0.088,0.099,1.0,1.0,-17.0,-13.0,-12.0,26.0,-2.0,1.0,0.94,1.11,0.91,14.2,3.1,-7.0,-1.81,-4.82,-1.5,-9.0,-4.0,-6.0,-5.0,-8.1,-31.0,-7.0,-5.5,-4.0,-2.0,0.015,-9.26,-4.7,-5.08,-0.6,-3.0,-5.0,-12.6,0.017,0.022,0.015,0.029
KL,-4.0,-4.1,-3.3,-2.4,-2.0,-0.34,-3.0,2.0,2.0,3.0,-2.1,107.0,-3.0,-4.0,-4.0,-3.4,-3.0,-4.0,9.0,-1.0,-11.0,-15.0,-21.0,-8.0,-14.0,-11.0,-15.0,-21.0,-13.0,2.0,0.0,-1.06,2.98,7.0,0.31,0.36,-2.0,-0.08,-0.004,0.0,0.7,-33.0,-10.0,-9.0,27.0,-2.0,0.0,1.07,0.99,0.84,12.1,3.1,-4.0,-1.96,-5.91,-2.0,-7.0,0.0,-4.0,-2.0,-7.2,-21.0,-7.0,-6.0,-3.0,-2.0,0.019,-9.6,0.8,-3.83,0.7,-3.0,-7.0,7.0,0.029,0.017,0.05,0.003
LK,-4.0,-4.1,-3.3,-2.4,-2.0,-0.34,-3.0,2.0,2.0,3.0,-2.1,107.0,-3.0,-4.0,-4.0,-3.4,-3.0,-4.0,9.0,-1.0,-11.0,-15.0,-21.0,-8.0,-14.0,-11.0,-15.0,-21.0,-13.0,2.0,0.0,-1.06,2.98,7.0,0.31,0.36,-2.0,-0.08,-0.004,0.0,0.7,-33.0,-10.0,-9.0,27.0,-2.0,0.0,1.07,0.99,0.84,12.1,3.1,-4.0,-1.96,-5.91,-2.0,-7.0,0.0,-4.0,-2.0,-7.2,-21.0,-7.0,-6.0,-3.0,-2.0,0.011,-8.48,-3.9,-4.37,-0.7,-3.0,-7.0,-12.3,0.033,0.051,0.035,0.015
KK,5.0,5.6,4.4,3.4,5.6,1.0,5.0,6.0,0.0,10.0,3.2,0.0,5.0,7.0,8.0,7.6,5.0,12.0,10.0,2.0,39.0,31.0,32.0,33.0,30.0,35.0,38.0,34.0,34.0,8.0,5.0,0.49,0.0,16.0,1.0,1.0,5.0,1.0,1.0,8.0,2.2,100.0,28.0,20.0,100.0,4.0,-1.0,1.13,0.78,1.1,26.4,8.4,9.0,2.91,8.23,3.9,13.0,0.0,2.0,-1.0,-5.5,37.0,5.0,6.0,5.0,3.0,0.411,3.01,6.5,6.56,0.0,6.0,6.0,-6.7,0.336,0.299,0.294,0.412
MA,-2.0,-0.2,-0.8,-0.8,-2.0,0.15,-1.0,2.0,2.0,9.0,-0.7,84.0,-1.0,-1.0,-2.0,-1.5,-1.0,-1.0,5.0,0.0,1.0,-6.0,-3.0,-2.0,2.0,1.0,-1.0,-4.0,1.0,3.0,0.0,-0.47,2.42,11.0,0.39,0.43,0.0,0.207,0.858,5.0,1.0,-2.0,2.0,1.0,89.0,1.0,2.0,1.2,0.97,0.53,16.2,4.5,-2.0,-0.04,0.16,-0.2,0.0,4.0,0.0,2.0,-8.0,-9.0,-1.0,0.0,-1.0,-1.0,0.02,-3.19,4.3,-0.78,-0.2,-1.0,-4.0,11.2,0.013,0.026,0.01,0.019
AM,-2.0,-0.2,-0.8,-0.8,-2.0,0.15,-1.0,2.0,2.0,9.0,-0.7,84.0,-1.0,-1.0,-2.0,-1.5,-1.0,-1.0,5.0,0.0,1.0,-6.0,-3.0,-2.0,2.0,1.0,-1.0,-4.0,1.0,3.0,0.0,-0.47,2.42,11.0,0.39,0.43,0.0,0.207,0.858,5.0,1.0,-2.0,2.0,1.0,89.0,1.0,2.0,1.2,0.97,0.53,16.2,4.5,-2.0,-0.04,0.16,-0.2,0.0,4.0,0.0,2.0,-8.0,-9.0,-1.0,0.0,-1.0,-1.0,0.01,-1.44,3.9,-0.84,0.2,-1.0,-4.0,17.8,0.081,0.074,0.087,0.061
MR,-1.0,-3.0,-2.1,-1.8,-0.4,-0.17,0.0,2.0,1.0,3.0,-1.7,91.0,-1.0,-2.0,-3.0,-4.2,-2.0,0.0,9.0,-1.0,0.0,-6.0,0.0,2.0,2.0,3.0,-2.0,-2.0,2.0,1.0,0.0,-0.83,2.29,6.0,-0.1,-0.09,-4.0,0.374,0.058,0.0,1.1,0.0,-1.0,-2.0,2.0,0.0,1.0,0.97,1.14,0.74,15.5,3.5,-8.0,-0.63,-1.43,-1.4,-2.0,-5.0,0.0,0.0,-7.8,-10.0,-6.0,-4.0,-2.0,-1.0,0.019,-5.33,-0.4,-2.55,-0.1,-2.0,-3.0,-5.6,0.004,0.002,0.005,0.0
RM,-1.0,-3.0,-2.1,-1.8,-0.4,-0.17,0.0,2.0,1.0,3.0,-1.7,91.0,-1.0,-2.0,-3.0,-4.2,-2.0,0.0,9.0,-1.0,0.0,-6.0,0.0,2.0,2.0,3.0,-2.0,-2.0,2.0,1.0,0.0,-0.83,2.29,6.0,-0.1,-0.09,-4.0,0.374,0.058,0.0,1.1,0.0,-1.0,-2.0,2.0,0.0,1.0,0.97,1.14,0.74,15.5,3.5,-8.0,-0.63,-1.43,-1.4,-2.0,-5.0,0.0,0.0,-7.8,-10.0,-6.0,-4.0,-2.0,-1.0,0.007,-5.59,1.7,-2.34,0.1,-2.0,-3.0,9.6,0.004,0.002,0.015,0.001
MN,-3.0,-2.5,-2.6,-2.2,0.1,-0.11,-2.0,1.0,2.0,8.0,-2.2,142.0,-2.0,-3.0,-4.0,-3.7,-2.0,-2.0,0.0,-1.0,-1.0,-8.0,-5.0,0.0,-3.0,3.0,-3.0,-5.0,-2.0,2.0,0.0,-0.97,3.08,6.0,-0.13,-0.13,-2.0,0.438,-0.09,0.0,0.0,-12.0,-3.0,-4.0,49.0,0.0,2.0,1.01,0.92,1.17,13.7,3.0,-6.0,-2.01,-4.67,-2.1,-3.0,-1.0,-3.0,-3.0,-7.4,-19.0,-2.0,-3.0,-3.0,-2.0,0.013,-7.25,-2.2,-3.44,0.2,-2.0,-7.0,-8.8,0.01,0.01,0.004,0.027
NM,-3.0,-2.5,-2.6,-2.2,0.1,-0.11,-2.0,1.0,2.0,8.0,-2.2,142.0,-2.0,-3.0,-4.0,-3.7,-2.0,-2.0,0.0,-1.0,-1.0,-8.0,-5.0,0.0,-3.0,3.0,-3.0,-5.0,-2.0,2.0,0.0,-0.97,3.08,6.0,-0.13,-0.13,-2.0,0.438,-0.09,0.0,0.0,-12.0,-3.0,-4.0,49.0,0.0,2.0,1.01,0.92,1.17,13.7,3.0,-6.0,-2.01,-4.67,-2.1,-3.0,-1.0,-3.0,-3.0,-7.4,-19.0,-2.0,-3.0,-3.0,-2.0,0.006,-8.0,0.2,-3.28,-0.2,-2.0,-7.0,6.2,0.013,0.019,0.024,0.013
MD,-4.0,-4.3,-3.9,-3.2,-2.5,-0.25,-3.0,0.0,3.0,4.0,-3.0,160.0,-3.0,-5.0,-6.0,-5.9,-3.0,-3.0,0.0,-1.0,-7.0,-13.0,-7.0,-11.0,-7.0,5.0,-9.0,-9.0,-5.0,2.0,0.0,-0.9,3.69,5.0,-0.09,-0.08,-4.0,-0.295,-0.109,0.0,-0.5,-16.0,-7.0,-6.0,21.0,-1.0,2.0,0.94,0.93,1.34,15.5,2.2,-7.0,-2.58,-7.88,-2.8,-4.0,-1.0,-6.0,-2.0,-8.2,-30.0,-5.0,-6.0,-5.0,-3.0,0.005,-8.13,-4.9,-4.93,-0.1,-4.0,-9.0,-11.6,0.004,0.006,0.003,0.004
DM,-4.0,-4.3,-3.9,-3.2,-2.5,-0.25,-3.0,0.0,3.0,4.0,-3.0,160.0,-3.0,-5.0,-6.0,-5.9,-3.0,-3.0,0.0,-1.0,-7.0,-13.0,-7.0,-11.0,-7.0,5.0,-9.0,-9.0,-5.0,2.0,0.0,-0.9,3.69,5.0,-0.09,-0.08,-4.0,-0.295,-0.109,0.0,-0.5,-16.0,-7.0,-6.0,21.0,-1.0,2.0,0.94,0.93,1.34,15.5,2.2,-7.0,-2.58,-7.88,-2.8,-4.0,-1.0,-6.0,-2.0,-8.2,-30.0,-5.0,-6.0,-5.0,-3.0,0.002,-9.45,-1.7,-4.55,0.1,-4.0,-9.0,4.4,0.009,0.0,0.022,0.001
MC,-6.0,-3.7,-2.5,-1.2,-2.7,0.1,-5.0,2.0,3.0,10.0,-0.9,196.0,-2.0,-2.0,-3.0,-4.4,-2.0,-1.0,0.0,0.0,-3.0,-17.0,4.0,0.0,-17.0,-23.0,-7.0,3.0,-28.0,3.0,0.0,-0.29,1.46,10.0,-0.25,-0.29,-5.0,-0.006,0.912,5.0,-1.6,2.0,0.0,1.0,91.0,1.0,2.0,1.36,0.97,0.1,19.8,4.3,-9.0,1.04,3.5,-1.3,2.0,3.0,1.0,1.0,-8.7,-8.0,-2.0,1.0,-1.0,0.0,0.0,-1.06,3.6,-0.53,0.0,-2.0,-12.0,36.3,0.0,0.0,0.0,0.0
CM,-6.0,-3.7,-2.5,-1.2,-2.7,0.1,-5.0,2.0,3.0,10.0,-0.9,196.0,-2.0,-2.0,-3.0,-4.4,-2.0,-1.0,0.0,0.0,-3.0,-17.0,4.0,0.0,-17.0,-23.0,-7.0,3.0,-28.0,3.0,0.0,-0.29,1.46,10.0,-0.25,-0.29,-5.0,-0.006,0.912,5.0,-1.6,2.0,0.0,1.0,91.0,1.0,2.0,1.36,0.97,0.1,19.8,4.3,-9.0,1.04,3.5,-1.3,2.0,3.0,1.0,1.0,-8.7,-8.0,-2.0,1.0,-1.0,0.0,0.003,2.17,2.2,-1.22,0.0,-2.0,-12.0,26.1,0.0,0.0,0.0,0.0
MQ,-1.0,-3.1,-1.7,-1.0,-1.2,-0.18,-1.0,2.0,2.0,8.0,-1.0,101.0,0.0,-1.0,-1.0,-0.6,-2.0,-2.0,5.0,-1.0,0.0,-5.0,0.0,-1.0,-5.0,4.0,-2.0,-2.0,-3.0,3.0,0.0,-0.97,2.3,9.0,0.22,0.22,1.0,0.211,0.45,2.0,1.2,-12.0,-2.0,-3.0,53.0,1.0,1.0,1.1,0.97,0.79,17.8,4.2,-8.0,-0.13,-1.76,-0.6,-2.0,-1.0,0.0,0.0,-8.5,1.0,-1.0,-1.5,-1.0,-1.0,0.005,-5.56,1.2,-1.56,-0.5,0.0,-3.0,-7.7,0.018,0.031,0.017,0.072
QM,-1.0,-3.1,-1.7,-1.0,-1.2,-0.18,-1.0,2.0,2.0,8.0,-1.0,101.0,0.0,-1.0,-1.0,-0.6,-2.0,-2.0,5.0,-1.0,0.0,-5.0,0.0,-1.0,-5.0,4.0,-2.0,-2.0,-3.0,3.0,0.0,-0.97,2.3,9.0,0.22,0.22,1.0,0.211,0.45,2.0,1.2,-12.0,-2.0,-3.0,53.0,1.0,1.0,1.1,0.97,0.79,17.8,4.2,-8.0,-0.13,-1.76,-0.6,-2.0,-1.0,0.0,0.0,-8.5,1.0,-1.0,-1.5,-1.0,-1.0,0.013,-6.0,3.4,-1.42,0.5,0.0,-3.0,8.9,0.035,0.077,0.075,0.039
ME,-4.0,-4.1,-3.4,-2.2,-1.8,-0.14,-2.0,1.0,2.0,4.0,-2.0,126.0,-2.0,-3.0,-4.0,-2.8,-3.0,-3.0,0.0,-1.0,-4.0,-12.0,-5.0,-3.0,-5.0,5.0,-7.0,-7.0,-3.0,1.0,0.0,-0.87,3.13,8.0,0.36,0.38,-2.0,0.128,-0.18,0.0,0.6,-17.0,1.0,0.0,27.0,-1.0,1.0,1.02,0.96,1.02,15.2,3.2,-6.0,-1.86,-3.94,-2.0,-2.0,-3.0,-3.0,-1.0,-8.1,-21.0,-5.0,-6.0,-3.0,-2.0,0.023,-6.49,-2.5,-3.5,-0.4,-2.0,-6.0,-11.4,0.003,0.021,0.005,0.037
EM,-4.0,-4.1,-3.4,-2.2,-1.8,-0.14,-2.0,1.0,2.0,4.0,-2.0,126.0,-2.0,-3.0,-4.0,-2.8,-3.0,-3.0,0.0,-1.0,-4.0,-12.0,-5.0,-3.0,-5.0,5.0,-7.0,-7.0,-3.0,1.0,0.0,-0.87,3.13,8.0,0.36,0.38,-2.0,0.128,-0.18,0.0,0.6,-17.0,1.0,0.0,27.0,-1.0,1.0,1.02,0.96,1.02,15.2,3.2,-6.0,-1.86,-3.94,-2.0,-2.0,-3.0,-3.0,-1.0,-8.1,-21.0,-5.0,-6.0,-3.0,-2.0,0.008,-7.69,1.1,-2.97,0.4,-2.0,-6.0,6.7,0.009,0.037,0.031,0.009
MG,-4.0,-3.7,-3.8,-3.5,-2.3,-0.01,-3.0,1.0,2.0,8.0,-3.5,127.0,-2.0,-4.0,-5.0,-5.2,-3.0,-3.0,0.0,-1.0,-11.0,-32.0,-5.0,-6.0,-2.0,4.0,-15.0,-6.0,2.0,1.0,0.0,-0.61,3.34,4.0,-0.29,-0.3,-4.0,0.326,0.0,2.0,-0.4,-10.0,-3.0,-5.0,85.0,0.0,3.0,0.81,1.18,1.07,15.0,1.7,-7.0,-1.86,-5.29,-3.8,-3.0,1.0,-3.0,0.0,-8.2,-30.0,-1.0,-1.5,-5.0,-3.0,0.02,-7.84,-1.7,-2.97,-0.4,-3.0,-7.0,-10.3,0.007,0.013,0.005,0.004
GM,-4.0,-3.7,-3.8,-3.5,-2.3,-0.01,-3.0,1.0,2.0,8.0,-3.5,127.0,-2.0,-4.0,-5.0,-5.2,-3.0,-3.0,0.0,-1.0,-11.0,-32.0,-5.0,-6.0,-2.0,4.0,-15.0,-6.0,2.0,1.0,0.0,-0.61,3.34,4.0,-0.29,-0.3,-4.0,0.326,0.0,2.0,-0.4,-10.0,-3.0,-5.0,85.0,0.0,3.0,0.81,1.18,1.07,15.0,1.7,-7.0,-1.86,-5.29,-3.8,-3.0,1.0,-3.0,0.0,-8.2,-30.0,-1.0,-1.5,-5.0,-3.0,0.0,-7.33,-0.9,-3.19,0.4,-3.0,-7.0,7.1,0.015,0.042,0.039,0.015
MH,-4.0,-3.4,-2.4,-1.5,-1.8,-0.19,-2.0,1.0,3.0,9.0,-1.3,87.0,0.0,-2.0,-4.0,-2.3,-2.0,-3.0,0.0,-1.0,-3.0,-5.0,-5.0,-8.0,-11.0,3.0,-4.0,-7.0,-3.0,3.0,0.0,-0.86,2.19,10.0,-0.08,-0.06,-2.0,0.461,0.441,3.0,-1.2,-8.0,-1.0,-2.0,60.0,0.0,2.0,1.08,0.96,0.88,11.4,3.9,-5.0,-1.04,-3.66,-0.8,-1.0,3.0,1.0,3.0,-9.7,-19.0,-4.0,-4.0,-3.0,-2.0,0.012,-4.34,1.3,-1.76,0.0,-1.0,-9.0,0.5,0.0,0.021,0.005,0.019
HM,-4.0,-3.4,-2.4,-1.5,-1.8,-0.19,-2.0,1.0,3.0,9.0,-1.3,87.0,0.0,-2.0,-4.0,-2.3,-2.0,-3.0,0.0,-1.0,-3.0,-5.0,-5.0,-8.0,-11.0,3.0,-4.0,-7.0,-3.0,3.0,0.0,-0.86,2.19,10.0,-0.08,-0.06,-2.0,0.461,0.441,3.0,-1.2,-8.0,-1.0,-2.0,60.0,0.0,2.0,1.08,0.96,0.88,11.4,3.9,-5.0,-1.04,-3.66,-0.8,-1.0,3.0,1.0,3.0,-9.7,-19.0,-4.0,-4.0,-3.0,-2.0,0.006,-5.32,2.1,-1.9,0.0,-1.0,-9.0,10.5,0.015,0.0,0.02,0.006
MI,1.0,4.0,3.1,2.6,3.3,0.36,2.0,4.0,1.0,9.0,2.5,10.0,2.0,2.0,2.0,2.6,3.0,1.0,0.0,0.0,20.0,18.0,17.0,3.0,10.0,3.0,22.0,12.0,8.0,5.0,3.0,0.67,0.29,9.0,0.15,0.18,1.0,0.44,0.842,5.0,0.9,18.0,2.0,3.0,98.0,2.0,1.0,1.01,1.16,0.59,20.9,7.7,10.0,0.99,2.94,2.2,3.0,1.0,5.0,4.0,-7.4,12.0,3.0,4.0,2.0,2.0,0.092,1.59,8.7,3.06,-1.3,2.0,0.0,25.5,0.043,0.021,0.02,0.027
IM,1.0,4.0,3.1,2.6,3.3,0.36,2.0,4.0,1.0,9.0,2.5,10.0,2.0,2.0,2.0,2.6,3.0,1.0,0.0,0.0,20.0,18.0,17.0,3.0,10.0,3.0,22.0,12.0,8.0,5.0,3.0,0.67,0.29,9.0,0.15,0.18,1.0,0.44,0.842,5.0,0.9,18.0,2.0,3.0,98.0,2.0,1.0,1.01,1.16,0.59,20.9,7.7,10.0,0.99,2.94,2.2,3.0,1.0,5.0,4.0,-7.4,12.0,3.0,4.0,2.0,2.0,0.028,2.19,7.4,2.88,1.3,2.0,0.0,22.8,0.107,0.077,0.048,0.096
ML,3.0,2.9,3.2,2.9,1.5,0.38,4.0,5.0,1.0,9.0,2.8,15.0,2.0,3.0,3.0,4.4,3.0,1.0,6.6,2.0,24.0,13.0,13.0,2.0,12.0,2.0,24.0,8.0,8.0,6.0,3.0,0.5,0.41,11.0,0.41,0.47,3.0,0.112,0.881,6.0,1.8,24.0,5.0,6.0,96.0,2.0,0.0,1.08,1.06,0.63,22.4,8.0,11.0,1.61,4.32,3.1,5.0,8.0,6.0,6.0,-7.0,24.0,2.0,4.0,4.0,3.0,0.243,1.24,9.7,4.06,-0.2,3.0,1.0,22.4,0.053,0.031,0.03,0.048
LM,3.0,2.9,3.2,2.9,1.5,0.38,4.0,5.0,1.0,9.0,2.8,15.0,2.0,3.0,3.0,4.4,3.0,1.0,6.6,2.0,24.0,13.0,13.0,2.0,12.0,2.0,24.0,8.0,8.0,6.0,3.0,0.5,0.41,11.0,0.41,0.47,3.0,0.112,0.881,6.0,1.8,24.0,5.0,6.0,96.0,2.0,0.0,1.08,1.06,0.63,22.4,8.0,11.0,1.61,4.32,3.1,5.0,8.0,6.0,6.0,-7.0,24.0,2.0,4.0,4.0,3.0,0.042,1.62,8.3,3.75,0.2,3.0,1.0,21.8,0.225,0.169,0.141,0.25
MK,0.0,-2.9,-2.0,-1.5,1.6,-0.16,0.0,2.0,1.0,3.0,-1.4,95.0,-1.0,-2.0,-3.0,-1.9,-2.0,-1.0,5.0,-1.0,-8.0,-11.0,-7.0,-3.0,-5.0,6.0,-10.0,-8.0,-4.0,1.0,0.0,-1.03,2.63,8.0,0.05,0.09,-1.0,0.285,-0.044,0.0,0.4,-19.0,-4.0,-5.0,24.0,0.0,1.0,0.99,1.03,0.97,15.4,3.8,-4.0,-1.62,-5.47,-0.5,-4.0,1.0,-1.0,0.0,-8.2,-12.0,-6.0,-5.5,-2.0,-1.0,0.031,-5.99,-2.5,-3.56,-0.8,-2.0,-1.0,-11.2,0.014,0.007,0.011,0.0
KM,0.0,-2.9,-2.0,-1.5,1.6,-0.16,0.0,2.0,1.0,3.0,-1.4,95.0,-1.0,-2.0,-3.0,-1.9,-2.0,-1.0,5.0,-1.0,-8.0,-11.0,-7.0,-3.0,-5.0,6.0,-10.0,-8.0,-4.0,1.0,0.0,-1.03,2.63,8.0,0.05,0.09,-1.0,0.285,-0.044,0.0,0.4,-19.0,-4.0,-5.0,24.0,0.0,1.0,0.99,1.03,0.97,15.4,3.8,-4.0,-1.62,-5.47,-0.5,-4.0,1.0,-1.0,0.0,-8.2,-12.0,-6.0,-5.5,-2.0,-1.0,0.004,-7.07,1.0,-3.1,0.8,-2.0,-1.0,7.2,0.059,0.012,0.077,0.004
MM,8.0,4.8,4.9,4.5,5.4,1.0,6.0,6.0,0.0,10.0,4.3,0.0,6.0,8.0,9.0,11.2,6.0,3.0,10.0,2.0,40.0,61.0,44.0,17.0,7.0,35.0,52.0,40.0,25.0,8.0,6.0,0.97,0.0,16.0,1.0,1.0,8.0,1.0,1.0,8.0,2.2,100.0,2.0,4.0,100.0,4.0,-1.0,1.04,1.05,0.77,25.9,9.5,13.0,3.75,10.21,5.4,4.0,-9.0,3.0,-5.0,-6.7,51.0,6.0,7.0,8.0,4.0,0.337,-0.02,11.4,6.28,0.0,7.0,11.0,18.8,0.197,0.244,0.167,0.262
FA,-4.0,-3.2,-3.1,-2.6,-2.4,-0.25,-4.0,2.0,2.0,7.0,-2.3,113.0,-2.0,-3.0,-4.0,-3.2,-3.0,-2.0,0.0,-1.0,-13.0,-24.0,-20.0,-18.0,-4.0,-12.0,-16.0,-23.0,-9.0,1.0,0.0,-0.47,3.23,10.0,-0.18,-0.19,-3.0,0.628,0.874,5.0,0.6,-8.0,-4.0,-2.0,87.0,0.0,2.0,0.94,1.16,0.79,11.9,2.9,-1.0,-0.76,-2.42,-1.6,-1.0,-1.0,0.0,0.0,-7.9,-19.0,-1.0,0.0,-3.0,-2.0,0.027,-3.42,1.8,-2.29,0.2,-3.0,-7.0,11.4,0.017,0.02,0.01,0.022
AF,-4.0,-3.2,-3.1,-2.6,-2.4,-0.25,-4.0,2.0,2.0,7.0,-2.3,113.0,-2.0,-3.0,-4.0,-3.2,-3.0,-2.0,0.0,-1.0,-13.0,-24.0,-20.0,-18.0,-4.0,-12.0,-16.0,-23.0,-9.0,1.0,0.0,-0.47,3.23,10.0,-0.18,-0.19,-3.0,0.628,0.874,5.0,0.6,-8.0,-4.0,-2.0,87.0,0.0,2.0,0.94,1.16,0.79,11.9,2.9,-1.0,-0.76,-2.42,-1.6,-1.0,-1.0,0.0,0.0,-7.9,-19.0,-1.0,0.0,-3.0,-2.0,0.015,-1.9,1.9,-2.14,-0.2,-3.0,-7.0,18.9,0.05,0.023,0.031,0.036
FR,-4.0,-4.9,-4.3,-3.5,-1.5,-0.31,-4.0,1.0,2.0,1.0,-3.2,97.0,-2.0,-4.0,-5.0,-6.0,-4.0,-4.0,9.0,-1.0,-14.0,-11.0,-18.0,-14.0,-9.0,-10.0,-15.0,-22.0,-11.0,1.0,0.0,-0.79,2.47,5.0,0.15,0.2,-4.0,0.552,0.108,0.0,0.4,-11.0,-8.0,-8.0,0.0,-2.0,1.0,0.74,1.26,1.09,10.1,2.0,-6.0,-1.4,-4.36,-3.2,-5.0,5.0,-3.0,-1.0,-8.1,-30.0,-7.0,-5.5,-5.0,-3.0,0.005,-6.69,-2.0,-3.14,0.5,-3.0,-8.0,-6.5,0.009,0.015,0.009,0.0
